Wojewodztwo,Specjalizacja,Priorytet,Szpital,Adres,Dodatkowe Info,Highlight,Liczba Miejsc w trybie rezydenckim,Liczba Miejsc w trybie pozarezydenckich,Liczba Miejsc
Mazowieckie,Medycyna paliatywna,True,"Fundacja Hospicjum Onkologiczne Świętego Krzysztofa w
Warszawie - Hospicjum Stacjonarne,
Hospicjum Domowe, Poradnia
Medycyny Paliatywnej",ul. rtm. Witolda Pileckiego 105 02-781 Warszawa,Warszawa,False,3 (0),4,2
Mazowieckie,Medycyna paliatywna,True,"NARODOWY INSTYTUT ONKOLOGII IM. MARII
SKŁODOWSKIEJ-CURIE - PAŃSTWOWY INSTYTUT
BADAWCZY - Oddział Medycyny Paliatywnej
Kliniki Diagnostyki Onkologicznej,
Kardioonkologii i Medycyny
Paliatywnej","ul. Wilhelma Konrada Roentgena 5
02-781 Warszawa",Warszawa,False,3 (0),4,1
Mazowieckie,Medycyna paliatywna,True,"Ewdomed Ewa Szulecka - Hospicjum Domowe, Hospicjum
Stacjonarne (ul. Piasta 21, 05-510
Konstancin-Jeziorna), Poradnia
Medycyny Paliatywnej","ul. Józefa Piłsudskiego 3A 05-510
Konstancin- Jeziorna",Zadupie,False,3 (0),4,0
Mazowieckie,Medycyna pracy,False,"ZESPÓŁ LEKARZY SPECJALISTÓW MEDICA GAŁCZYŃSKI I
WSPÓLNICY SPÓŁKA JAWNA - Zespół Lekarzy Specjalistów
Medica, Poradnia Medycyny
Pracy",ul. 3 Maja 3 08-110 Siedlce,Zadupie,False,2 (0),3,1
Mazowieckie,Medycyna pracy,False,"Centrum Leczniczo-Rehabilitacyjne i Medycyny Pracy
ATTIS Sp. z o.o. - Centrum Leczniczo-Rehabilitacyjne i Medycyny Pracy
ATTIS Sp. z o.o.",ul. Górczewska 89 01-401 Warszawa,Warszawa,False,2 (0),3,0
Mazowieckie,Medycyna pracy,False,"Mazowiecki Wojewódzki Ośrodek Medycyny Pracy - Mazowiecki Wojewódzki Ośrodek
Medycyny Pracy",ul. Kolegialna 17 09-402 Płock,Zadupie,False,2 (0),3,29
Mazowieckie,Medycyna ratunkowa,True,"Zespół Opieki Zdrowotnej ""Szpitala Powiatowego"" w
Sochaczewie - Szpitalny Oddział Ratunkowy",ul. Batalionów Chłopskich 3/7 96-500 Sochaczew,Zadupie,False,7 (0),28,2
Mazowieckie,Medycyna ratunkowa,True,"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO - Szpitalny Oddział Ratunkowy","ul. Żwirki i Wigury 63A 02-091
Warszawa",Warszawa,False,7 (0),28,3
Mazowieckie,Medycyna ratunkowa,True,Specjalistyczny Szpital Wojewódzki w Ciechanowie - Szpitalny Oddział Ratunkowy,ul. Powstańców Wielkopolskich 2 06-400 Ciechanów,Zadupie,False,7 (0),28,2
Mazowieckie,Medycyna ratunkowa,True,"Samodzielny Publiczny Zakład Opieki Zdrowotnej w
Garwolinie - Szpitalny Oddział Ratunkowy",ul. Lubelska 50 08-400 Garwolin,Zadupie,False,7 (0),28,2
Mazowieckie,Medycyna ratunkowa,True,"Nowodworskie Centrum Medyczne w Nowym Dworze
Mazowieckim - Szpitalny Oddział Ratunkowy","ul. Miodowa 2 05-100 Nowy Dwór
Mazowiecki",Zadupie,False,7 (0),28,8
Mazowieckie,Medycyna ratunkowa,True,"Mazowiecki Szpital Specjalistyczny im. dr. Józefa
Psarskiego w Ostrołęce - Szpitalny Oddział Ratunkowy","ul. Aleja Jana Pawła II 120A 07-410
Ostrołęka",Zadupie,False,7 (0),28,3
Mazowieckie,Medycyna ratunkowa,True,"Samodzielny Publiczny Specjalistyczny Szpital Zachodni
im. św. Jana Pawła II - Szpitalny Oddział Ratunkowy","ul. Daleka 11 05-825 Grodzisk
Mazowiecki",Zadupie,False,7 (0),28,0
Mazowieckie,Medycyna ratunkowa,True,"Samodzielny Publiczny Zakład Opieki Zdrowotnej - Zespół
Zakładów - Szpitalny Oddział Ratunkowy","ul. Wincentego Witosa 2 06-200
Maków Mazowiecki",Zadupie,False,7 (0),28,2
Mazowieckie,Medycyna ratunkowa,True,"MAZOWIECKI SZPITAL SPECJALISTYCZNY SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ - Szpitalny Oddział Ratunkowy","ul. Juliana Aleksandrowicza 5 26-617
Radom",Zadupie,False,7 (0),28,4
Mazowieckie,Medycyna ratunkowa,True,"Mazowiecki Szpital Wojewódzki im. św. Jana Pawła II w
Siedlcach Spółka z ograniczoną odpowiedzialnością - Siedlecki Szpital Specjalistyczny
Szpitalny Oddział Ratunkowy","ul. Księcia Józefa Poniatowskiego 26
08-110 Siedlce",Zadupie,False,7 (0),28,5
Mazowieckie,Medycyna ratunkowa,True,Wojewódzki Szpital Zespolony - Szpitalny Oddział Ratunkowy,ul. Medyczna 19 09-400 Płock,Zadupie,False,7 (0),28,4
Mazowieckie,Medycyna ratunkowa,True,"SAMODZIELNY PUBLICZNY ZESPÓŁ ZAKŁADÓW OPIEKI
ZDROWOTNEJ IM.MARSZAŁKA JÓZEFA PIŁSUDSKIEGO W
PŁOŃSKU - Szpitalny Oddział Ratunkowy","ul. Henryka Sienkiewicza 7 09-100
Płońsk",Zadupie,False,7 (0),28,6
Mazowieckie,Medycyna ratunkowa,True,"Mazowiecki Szpital Bródnowski Spółka z ograniczoną
odpowiedzialnością - Szpitalny Oddział Ratunkowy","ul. Ludwika Kondratowicza 8 03-242
Warszawa",Warszawa,False,7 (0),28,8
Mazowieckie,Medycyna ratunkowa,True,"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO - Szpitalny Oddział Ratunkowy",ul. Williama Heerleina Lindleya 4 02-005 Warszawa,Warszawa,False,7 (0),28,13
Mazowieckie,Medycyna ratunkowa,True,"Szpital Bielański im. ks. Jerzego Popiełuszki Samodzielny
Publiczny Zakład Opieki Zdrowotnej - Szpitalny Oddział Ratunkowy
Zakład Medycyny Ratunkowej
Wydział Nauki o Zdrowiu WUM",ul. Cegłowska 80 01-809 Warszawa,Warszawa,False,7 (0),28,11
Mazowieckie,Medycyna ratunkowa,True,"SZPITAL WOLSKI IM. DR ANNY GOSTYŃSKIEJ SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ - Szpitalny Oddział Ratunkowy","ul. Marcina Kasprzaka 17 01-211
Warszawa",Warszawa,False,7 (0),28,10
Mazowieckie,Medycyna ratunkowa,True,"Szpital Dziecięcy im.prof.dr.med.Jana Bogdanowicza
Samodzielny Publiczny Zakład Opieki Zdrowotnej - Szpitalny Oddział Ratunkowy","ul. Niekłańska 4/24 03-924
Warszawa",Warszawa,False,7 (0),28,7
Mazowieckie,Medycyna ratunkowa,True,"SZPITAL PRASKI P.W. PRZEMIENIENIA PAŃSKIEGO
SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ - Szpitalny Oddział Ratunkowy","ul. Aleja Solidarności 67 03-401
Warszawa",Warszawa,False,7 (0),28,3
Mazowieckie,Medycyna ratunkowa,True,Szpital Matki Bożej Nieustającej Pomocy w Wołominie - Szpitalny Oddział Ratunkowy,ul. Gdyńska 1/3 05-200 Wołomin,Zadupie,False,7 (0),28,4
Mazowieckie,Medycyna ratunkowa,True,Międzyleski Szpital Specjalistyczny w Warszawie - Szpitalny Oddział Ratunkowy,ul. Bursztynowa 2 04-749 Warszawa,Warszawa,False,7 (0),28,1
Mazowieckie,Medycyna ratunkowa,True,"Szpital Czerniakowski spółka z ograniczoną
odpowiedzialnością - Szpitalny Oddział Ratunkowy","ul. Stępińska 19/25 00-739
Warszawa",Warszawa,False,7 (0),28,4
Mazowieckie,Medycyna ratunkowa,True,"Samodzielny Publiczny Zespół Zakładów Opieki
Zdrowotnej w Przasnyszu - Szpitalny Oddział Ratunkowy",ul. Sadowa 9 06-300 Przasnysz,Zadupie,False,7 (0),28,3
Mazowieckie,Medycyna rodzinna,True,"Przychodnia Medyczna ""VENA"" Marciniak Spółka Jawna - Poradnia Lekarza POZ",ul. 11 Listopada 28/30 08-140 Mordy,Zadupie,False,49 (0),59,1
Mazowieckie,Medycyna rodzinna,True,"NZOZ OPTIMA IWONA SOCHA - Niepubliczny Zakład Opieki
Zdrowotnej Optima, Poradnia
lekarza podstawowej opieki
zdrowotnej","ul. T. Bairda 56/7 05-827 Grodzisk
Mazowiecki",Zadupie,False,49 (0),59,0
Mazowieckie,Medycyna rodzinna,True,"Centrum Medyczne Borowiczki Sp. z o. o. - Przychodnia Borowiczki Poradnia
Lekarza POZ",ul. Borowicka 3B 09-408 Płock,Zadupie,False,49 (0),59,1
Mazowieckie,Medycyna rodzinna,True,"Wojewódzki Szpital Zespolony - Poradnia Podstawowej Opieki
Zdrowotnej",ul. Medyczna 19 09-400 Płock,Zadupie,False,49 (0),59,5
Mazowieckie,Medycyna rodzinna,True,Zerhau Igor Przychodnia Lekarska MEDICAL - Poradnia lekarza Rodzinnego,ul. Handlowa 5 07-420 Kadzidło,Zadupie,False,49 (0),59,0
Mazowieckie,Medycyna rodzinna,True,"Samodzielny Publiczny Zakład Opieki Zdrowotnej w 
Mławie - Przychodnia Rejonowa Lekarza
Rodzinnego",ul. Sądowa 7 06-500 Mława,Zadupie,False,49 (0),59,1
Mazowieckie,Medycyna rodzinna,True,"ZOZ STARÓWKA Sp. z o.o. - 1) Przychodnia Rodzinna STARÓWKA Poradnia POZ
(Warszawa, ul. gen. Władysława
Andersa), 2) Centrum Medyczne
Piaski Filia nr 9 Poradnia POZ
(Warszawa, ul. płk Mieczysława
Niedzielskiego ""Żywiciela"" 2
B/101), 3) Przychodnia Rodzinna
STARÓWKA w Kosowie Lackim
Filia nr 8 Poradnia POZ (08-330
Kosów Lacki, ul. Słoneczna 8), 4)
Przychodnia Rodzinna STARÓWKA
- Filia nr 10 - Poradnia POZ (ul.
Opaczewska 19, Warszawa), 5)
Przychodnia Rodzinna STARÓWKA
- Filia nr 1 - Poradnia POZ (ul.
Obozowa 63/65, Warszawa) 6)
Przychodnia Rodzinna STARÓWKA
w Jabłonnie Lackiej - Filia nr 6
Poradnia POZ (ul. Sienkiewicza 7,
Jabłonna Lacka) 7)Przychodnia
Rodzinna STARÓWKA w Sterdyni -
Filia nr 7 Poradnia POZ (ul.
Seroczyńska 1, Sterdyń)",ul. gen. Władysława Andersa 37 00-159 Warszawa,Warszawa,False,49 (0),59,4
Mazowieckie,Medycyna rodzinna,True,"Samodzielny Publiczny Zakład Opieki Zdrowotnej - 1) Przychodnia POZ nr 2 (Siedlce,
ul. Młynarska 22), 2)
Porzychodnia POZ nr 3 (Siedlce,
ul. Mazurska 1), 3) Przychodnia
POZ nr 4 (Siedlce, ul. Chrobrego
17), 4) Przychodnia POZ nr 5
(Siedlce, ul. Sienkiewicza 3)",ul. Kilińskiego 29 08-110 Siedlce,Zadupie,False,49 (0),59,11
Mazowieckie,Medycyna rodzinna,True,"ZESPÓŁ LEKARZY SPECJALISTÓW MEDICA GAŁCZYŃSKI I
WSPÓLNICY SPÓŁKA JAWNA - Zespół Lekarzy Specjalistów
Medica, Poradnia Lekarza POZ",ul. 3 Maja 3 08-110 Siedlce,Zadupie,False,49 (0),59,4
Mazowieckie,Medycyna rodzinna,True,Międzyleski Szpital Specjalistyczny w Warszawie - Zakład Medycyny Rodzinnej,ul. Bursztynowa 2 04-749 Warszawa,Warszawa,False,49 (0),59,2
Mazowieckie,Medycyna rodzinna,True,"MEDICAL OFFICE SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ - Poradnia lekarza podstawowej
opieki zdrowotnej","ul. Belgradzka 48/ 7 03-995
Warszawa",Warszawa,False,49 (0),59,0
Mazowieckie,Medycyna rodzinna,True,"„Centrum Medyczne Puławska” Spółka z ograniczoną
odpowiedzialnością - Centrum Medyczne Puławska Sp.
z o.o. Niepubliczny Zakład Opieki
Zdrowotnej Oddział w Warszawie-Białołęka, Poradnia (gabinet)
lekarza POZ","ul. Leona Berensona 11 03-287
Warszawa",Warszawa,False,49 (0),59,1
Mazowieckie,Medycyna rodzinna,True,"TERAGRA spółka cywilna - Centrum Medyczne Sobieskiego
Poradnia POZ",ul. św. Bonifacego 70/U7-U11 02-936 Warszawa,Warszawa,False,49 (0),59,2
Mazowieckie,Medycyna rodzinna,True,"GRUPA ZDROWIE SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ - GRUPA ZDROWIE Kondratowicza
Gabinet Lekarza POZ",ul. Ludwika Kondratowicza 27B 03-285 Warszawa,Warszawa,False,49 (0),59,1
Mazowieckie,Medycyna rodzinna,True,"Samodzielny Zespół Publicznych Zakładów Lecznictwa
Otwartego Warszawa Praga - Północ - 1. Centrum Diagnostyczno-Specjalistyczne Przychodnia
Rodzinna (Warszawa, ul.
Dąbrowszczków 5a), 2.
Przychodnia Internistyczna
(Warszawa, ul. Gilarska 23), 3.
Przychodnia Rodzinna (Warszawa,
ul. Otwocka 1), 4. Przychodnia
Internistyczno-Specjalistyczna
(Warszawa, ul. Radzymińska
101/103)",ul. Jagiellońska 34 03-719 Warszawa,Warszawa,False,49 (0),59,0
Mazowieckie,Medycyna rodzinna,True,"Niepubliczny Zakład Opieki Zdrowotnej BG Med. - Poradnia Lekarzy Rodzinnych na
Kabatach","ul. Al. Komisji Edukacji Narodowej
19/98 02-797 Warszawa",Warszawa,False,49 (0),59,2
Mazowieckie,Medycyna rodzinna,True,"GRUPA ZDROWIE SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ - GRUPA ZDROWIE Samolotowa
Gabinet Lekarza POZ",ul. Samolotowa 9A 03-984 Warszawa,Warszawa,False,49 (0),59,2
Mazowieckie,Medycyna rodzinna,True,"JBM Grupa Medyczna Spółka z ograniczoną
odpowiedzialnością - Poradnia Podstawowej Opieki
Zdrowotnej","ul. Sarmacka 10C/B 02-972
Warszawa",Warszawa,False,49 (0),59,1
Mazowieckie,Medycyna rodzinna,True,"Samodzielny Zespół Publicznych Zakładów Lecznictwa
Otwartego Warszawa-Mokotów - Samodzielny Zespół Publicznych
Zakładów Lecznictwa Otwartego
Warszawa-Mokotów","ul. Madalińskiego 13 02-513
Warszawa",Warszawa,False,49 (0),59,2
Mazowieckie,Medycyna rodzinna,True,"PZU ZDROWIE SPÓŁKA AKCYJNA - Centrum Medyczne FCM Zdrowie
Warszawa Stawki, Poradnia
(gabinet) lekarza podstawowej
opieki zdrowotnej",ul. Stawki 2 00-193 Warszawa,Warszawa,False,49 (0),59,0
Mazowieckie,Medycyna rodzinna,True,"Centrum Medyczne Rafał Spółka z ograniczoną
odpowiedzialnością - ViaMed Przychodnia Ursus,
Poradnia (gabinet) lekarza
podstawowej opieki zdrowotnej","ul. Wiosny Ludów 69 02-495
Warszawa",Warszawa,False,49 (0),59,0
Mazowieckie,Medycyna rodzinna,True,"Samodzielny Publiczny Zespół Zakładów Lecznictwa
Otwartego Warszawa-Żoliborz - Samodzielny Publiczny Zespół
Zakładów Lecznictwa Otwartego
Warszawa-Żoliborz","ul. Karola Szajnochy 8 01-637
Warszawa",Warszawa,False,49 (0),59,5
Mazowieckie,Medycyna rodzinna,True,"Samodzielny Zespół Publicznych Zakładów Lecznictwa
Otwartego Warszawa-Ochota, 1. Przychodnia Rejonowo-Specjalistyczna Poradnia POZ dla Dzieci i Dorosłych
(Warszawa, ul. Szczęśliwicka 36), 2. Przychodnia
Rejonowo-Specjalistyczna Poradnia POZ dla Dzieci i
Dorosłych (Warszawa, ul. Sanocka 6), 3. Przychodnia
Rejonowo-Specjalistyczna Poradnia POZ dla Dorosłych
(Warszawa, ul. Skarżyńskiego 1), 4. Centrum Zdrowia
Psychicznego Poradnia Zdrowia Psychicznego dla
Dorosłych (Warszawa, ul. Skarżyńskiego 1) - 5. Filia Przychodni Rejonowej przy
ul. Wojciechowskiego 58 Poradnia
POZ dla Dorosłych (Warszawa, ul.
Kadłubka 18), 6. Przychodnia
Rejonowo-Specjalistyczna
Poradnia POZ dla Dzieci i
Dorosłych (Warszawa, ul.
Sosnkowskiego 18), 7.
Przychodnia Rejonowa Poradnia
POZ dla Dzieci i Dorosłych
(Warszawa ul. Wojciechowskiego
58), 8. Zakład Rehabilitacji i
Fizjoterapii Poradnia
Rehabilitacyjna (Warszawa, ul. 1
Maja 13), 9. Centrum Medyczne
Raszyn Poradnia POZ dla Dzieci i
Dorosłych (Raszyn, ul.
Poniatowskiego 18 A)","ul. Szczęśliwicka 36 02-353
Warszawa",Warszawa,False,49 (0),59,4
Mazowieckie,Medycyna rodzinna,True,Przychodnia Rodzinna w Wiśniewie Grabek i Grabek s.c. - Poradnia Lekarza POZ,ul. Sanitariuszek 1 08-112 Wiśniew,Zadupie,False,49 (0),59,1
Mazowieckie,Medycyna rodzinna,True,"Samodzielny Zespół Publicznych Zakładów Lecznictwa
Otwartego Warszawa Bemowo-Włochy - Samodzielny Zespół Publicznych
Zakładów Lecznictwa Otwartego
Warszawa Bemowo-Włochy","ul. Gen.M.C.Coopera 5 01-315
Warszawa",Warszawa,False,49 (0),59,0
Mazowieckie,Medycyna rodzinna,True,"Przychodnia Medycyny Rodzinnej Małgorzata i Grzegorz
Olizarowscy s.c. - 1. Gabinet Lekarza Rodzinnego w
Międzylesiu (Warszawa, ul.
Zwoleńska 127), 2. Gabinet
Lekarza Rodzinnego w Wesołej,
(Warszawa, ul. Jana Pawła II 25)",ul. Zwoleńska 127 04-761 Warszawa,Warszawa,False,49 (0),59,0
Mazowieckie,Medycyna rodzinna,True,"Samodzielny Zespół Publicznych Zakładów Lecznictwa
Otwartego w Piasecznie - Poradnia Lekarza POZ",ul. Fabryczna 1 05-500 Piaseczno,Zadupie,False,49 (0),59,4
Mazowieckie,Medycyna rodzinna,True,"Centrum Medyczne Warszawskiego Uniwersytetu
Medycznego Sp. z o.o. - Poradnia Lekarza POZ","ul. Jana Nielubowicza 5 02-097
Warszawa",Warszawa,False,49 (0),59,1
Mazowieckie,Medycyna rodzinna,True,"Samodzielny Publiczny Zakład Opieki Zdrowotnej w
Sobieniach Jeziorach - Poradnia (Gabinet) Lekarza
Podstawowej Opieki Zdrowotnej","ul. Tysiąclecia 2 08-443 Sobienie
Jeziory",Zadupie,False,49 (0),59,0
Mazowieckie,Medycyna rodzinna,True,NZOZ Na Powstańców Sp. z o. o. - Poradnia Lekarza POZ,ul. Powstańców 70A 05-091 Ząbki,Zadupie,False,49 (0),59,1
Mazowieckie,Medycyna rodzinna,True,"Centrum Medyczne JUDYTA Spółka z ograniczoną
odpowiedzialnością - Przychodnia filia, Poradnia
Lekarza Podstawowej Opieki
Zdrowotnej",ul. Poniatowskiego 21 05-090 Raszyn,Zadupie,False,49 (0),59,1
Mazowieckie,Medycyna rodzinna,True,"Centrum Medyczne Ewa Burghard i Wspólnicy Spółka
Jawna - NZOZ Centrum Medyczne
Poradnia Lekarza POZ Filia w
Ostrołęce",ul. 11 Listopada 51 07-410 Ostrołęka,Zadupie,False,49 (0),59,5
Mazowieckie,Medycyna rodzinna,True,"SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ
W WĘGROWIE - Przychodnia Rejonowo-Specjalistyczna Poradnia Lekarza
POZ",ul. Przemysłowa 7 07-100 Węgrów,Zadupie,False,49 (0),59,2
Mazowieckie,Medycyna rodzinna,True,"Samodzielny Publiczny Zakład Opieki Zdrowotnej
Warszawa - Ursynów - Przychodnia Opieki Podstawowej i
Specjalistycznej Poradnia POZ dla
Dorosłych Przychodnia (ul. Na
uboczu 5, 02-791 Warszawa),
Poradnia POZ dla Dorosłych
Przychodnia ( ul. Romera 4, 02-784 Warszawa), Poradnia POZ dla
dorosłych Przychodnia (ul.
Kajakowa 12, 02-838 Warszawa)",ul. Zamiany 13 02-786 Warszawa,Warszawa,False,49 (0),59,4
Mazowieckie,Medycyna rodzinna,True,"Zdrowa Rodzina Przychodnia Lekarska Spółka z
ograniczoną odpowiedzialnością Spółka komandytowa - Poradnia Lekarza POZ",ul. Puszczyka 14 02-785 Warszawa,Warszawa,False,49 (0),59,0
Mazowieckie,Medycyna rodzinna,True,Centrum Medyczne Medica Sp. z o. o. - Poradnia Lekarza POZ,ul. Chemików 7 09-411 Płock,Zadupie,False,49 (0),59,1
Mazowieckie,Medycyna rodzinna,True,"Samodzielny Publiczny Zakład Opieki Zdrowotnej w
Garwolinie - Poradnia Lekarza POZ",ul. Staszica 18 08-400 Garwolin,Zadupie,False,49 (0),59,2
Mazowieckie,Medycyna rodzinna,True,"Niepubliczny Zakład Opieki Zdrowotnej Przychodnia
""Planty"" Sp. z o. o. - Poradnia Lekarza POZ",ul. 1905 roku 20 26-600 Radom,Zadupie,False,49 (0),59,0
Mazowieckie,Medycyna rodzinna,True,"GRUPA ZDROWIE WARSZAWA SZYMANOWSKIEGO
SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ - Poradnia lekarza POZ",ul. Karola Szymanowskiego 6/61A 03-477 Warszawa,Warszawa,False,49 (0),59,0
Mazowieckie,Medycyna rodzinna,True,"GRUPA ZDROWIE SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ - GRUPA ZDROWIE Mławska (filia
zakładu), Poradnia (gabinet)
lekarza POZ",ul. Mławska 15 09-140 Raciąż,Zadupie,False,49 (0),59,2
Mazowieckie,Medycyna rodzinna,True,"Robert Gajda Centrum Medyczne ""Gajda-Med"" - Poradnia Lekarza POZ","ul. Piotra Skargi 23/29 06-100
Pułtusk",Zadupie,False,49 (0),59,2
Mazowieckie,Medycyna rodzinna,True,"Marzena Jóźwicka Niepubliczny Zakład Opieki
Zdrowotnej Centrum-Med. - Poradnia Lekarza POZ",ul. Gończyce 12 08-460 Sobolew,Zadupie,False,49 (0),59,3
Mazowieckie,Medycyna rodzinna,True,"""CENTRA MEDYCZNE"" JULIA I ROBERT ROLA-JANICCY
SPÓŁKA PARTNERSKA - Rodzinne Centrum Medyczne,
Centrum Medyczne Sadyba,
Poradnia (gabinet) Lekarza POZ
(dorośli i dzieci)”",ul. Urle 1 02-943 Warszawa,Warszawa,False,49 (0),59,0
Mazowieckie,Medycyna rodzinna,True,"VITAL CLINIC SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ - Poradnia (gabinet) lekarza
podstawowej opieki zdrowotnej","ul. Kwatery Głównej 46/U1 04-294
Warszawa",Warszawa,False,49 (0),59,0
Mazowieckie,Medycyna rodzinna,True,"NZOZ ""Lekarz Rodziny"" Aneta Wojno, Mariusz Wojno s.c. - Niepubliczny Zakład Opieki
Zdrowotnej ""Lekarz Rodziny"" /
Poradnia (gabinet) lekarza POZ",ul. Krótka 2 09-540 Sanniki,Zadupie,False,49 (0),59,1
Mazowieckie,Medycyna rodzinna,True,"Małgorzata Jankowska-Kaczmarzyk - Niepubliczny Zakład Opieki
Zdrowotnej ""PRZYCHODNIA
RODZINNA""","ul. Mazowiecka 15 09-226 Zawidz
Kościelny",Zadupie,False,49 (0),59,1
Mazowieckie,Medycyna rodzinna,True,"Centrum Medyczne VITA-MEDICA Spółka z ograniczoną
odpowiedzialnością - Centrum Medyczne VITA-MEDICA
Sp.z o.o.","ul. ks. Ignacego Kłopotowskiego 22
03-717 Warszawa",Warszawa,False,49 (0),59,0
Mazowieckie,Medycyna rodzinna,True,Wand Spółka z ograniczoną odpowiedzialnością - Przychodnia w Granicy,ul. Główna 104 05-806 Granica,Zadupie,False,49 (0),59,0
Mazowieckie,Medycyna rodzinna,True,"Niepubliczny Zakład Opieki Zdrowotnej Poradnia
Medycyny Rodzinnej ""Śródmieście 3"" spółka z
ograniczoną odpowiedzialnością - Poradnia Lekarza POZ",ul. Struga 57a 26-600 Radom,Zadupie,False,49 (0),59,1
Mazowieckie,Medycyna rodzinna,True,"Maciejewski Janusz Niepubliczny Zakład Opieki
Zdrowotnej ""Medicar"" - Maciejewski Janusz Niepubliczny
Zakład Opieki Zdrowotnej
""Medicar""",ul. Stefana Grota-Roweckiego 2a 09-200 Sierpc,Zadupie,False,49 (0),59,0
Mazowieckie,Medycyna rodzinna,True,"Niepubliczny Zakład Opieki Zdrowotnej""Ośrodek
Zdrowia""sc - Niepubliczny Zakład Opieki
Zdrowotnej""Ośrodek Zdrowia""sc",ul. Medyczna 2 09-230 Bielsk,Zadupie,False,49 (0),59,0
Mazowieckie,Medycyna rodzinna,True,"Samodzielny Publiczny Zakład Opieki Zdrowotnej w
Tarczynie - Poradnia POZ dla dorosłych i
dzieci","ul. ul. Warszawska 42 05-555
Tarczyn",Zadupie,False,49 (0),59,0
Mazowieckie,Medycyna rodzinna,True,"Niepubliczny Zakład Opieki Zdrowotnej NOWA-MED
spółka z ograniczoną odpowiedzialnością - Poradnia Lekarza POZ",ul. Dworcowa 2 09-402 Płock,Zadupie,False,49 (0),59,0
Mazowieckie,Medycyna rodzinna,True,"Płocki Zakład Opieki Zdrowotnej Sp. z o.o. - Szpital Świętej Trójcy Przychodnia
Podstawowej Opieki Zdrowotnej",ul. Miodowa 2 09-400 Płock,Zadupie,False,49 (0),59,2
Mazowieckie,Medycyna rodzinna,True,"„Centrum Medyczne Puławska” Spółka z ograniczoną
odpowiedzialnością - Poradnia Lekarza Rodzinnego",ul. Puławska 49 05-500 Piaseczno,Zadupie,False,49 (0),59,2
Mazowieckie,Medycyna rodzinna,True,"Specjalistyczny Szpital Wojewódzki w Ciechanowie - Poradnia Lekarza POZ, Ośrodek
Kształcenia Lekarzy Rodzinnych",ul. Powstańców Wielkopolskich 2 06-400 Ciechanów,Zadupie,False,49 (0),59,19
Mazowieckie,Medycyna rodzinna,True,"Centrum Medyczno-Diagnostyczne Sp. z o.o. - Ośrodek Kształcenia Lekarza
Rodzinnego (Siedlce, ul. ks.
Niedziałka 14), Poradnia
Medycyny Rodzinnej Przychodnia
Zdrowia nr 1 w Siedlcach ul. ks.
Niedziałka 14, Poradnia
Pediatryczna Przychodnia Zdrowia
nr 4 Centrum Matki i Dziecka w
Siedlcach ul. Kleberga 2, Poradnia
Medycyny Rodzinnej Przychodnia
Zdrowia nr 5 w Siedlcach ul.
Romanówka 19, Poradnia
Medycyny Rodzinnej Przychodnia
Zdrowia w Mińsku Mazowieckim
ul. Piłsudskiego 42 A, Poradnia
Pediatryczna Przychodnia Zdrowia
Centrum Matki i Dziecka w
Mińsku Mazowieckim ul.
Spółdzielcza 7, Poradnia
Medycyny Rodzinnej Przychodnia
Zdrowia w Latowiczu ul. Świetego
Ducha 30, Poradnia Medycyny
Rodzinnej Przychodnia Zdrowia w
Domanicach Domanice Kolonia,",ul. Niklowa 9 08-110 Siedlce,Zadupie,False,49 (0),59,0
Mazowieckie,Medycyna rodzinna,True,"Niepubliczny Zakład Opieki Zdrowotnej OMEGA spółka z
ograniczoną odpowiedzialnością - Poradnia lekarza POZ","ul. Węgrowska 5A 08-300 Sokołów
Podlaski",Zadupie,False,49 (0),59,0
Mazowieckie,Medycyna rodzinna,True,"SALUS MEDYCYNA Spółka z ograniczoną
odpowiedzialnością - Poradnia Lekarza POZ","ul. Józefa Piłsudskiego 49 08-110
Siedlce",Zadupie,False,49 (0),59,3
Mazowieckie,Medycyna rodzinna,True,"PRZYCHODNIA LEKARSKA ORLIK SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ - Poradnia lekarza POZ","ul. Ostrobramska 101 04-041
Warszawa",Warszawa,False,49 (0),59,6
