specialization;upper_place;place;address;availability
Choroby wewnętrzne;"Mazowiecki Szpital Bródnowski Spółka z ograniczoną
odpowiedzialnością";"Zespół Oddziałów Chorób
Wewnętrznych, Kardiologii i
Nadciśnienia Tętniczego, Katedra i
Klinika Kardiologii, Nadciśnienia
Tętniczego i Chorób
Wewnętrznych Wydziału
Lekarskiego WUM";"ul. Ludwika Kondratowicza 8 03-242
Warszawa";11
Choroby wewnętrzne;"NARODOWY INSTYTUT ONKOLOGII IM. MARII
SKŁODOWSKIEJ-CURIE - PAŃSTWOWY INSTYTUT
BADAWCZY";"Klinika Gastroenterologii
Onkologicznej, Klinika
Gastroenterologii, Hepatologii i
Onkologii Klinicznej CMKP";"ul. Wilhelma Konrada Roentgena 5
02-781 Warszawa";15
Choroby wewnętrzne;"WARSZAWSKI SZPITAL POŁUDNIOWY SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Oddział Chorób Wewnętrznych;"ul. rtm. Witolda Pileckiego 99 02-781
Warszawa";4
Choroby wewnętrzne;Szpital Kliniczny Dzieciątka Jezus;"Klinika Immunologii,
Transplantologii i Chorób
Wewnętrznych";ul. Williama Heerleina Lindleya 4 02-005 Warszawa;10
Choroby wewnętrzne;"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";"Oddział Chorób Wewnętrznych
KCWiK";ul. Williama Heerleina Lindleya 4 02-005 Warszawa;10
Choroby wewnętrzne;"Narodowy Instytut Geriatrii, Reumatologii i Rehabilitacji
im. prof. dr hab. med. Eleonory Reicher";"Klinika i Poliklinika Układowych
Chorób Tkanki Łącznej";ul. Spartańska 1 02-637 Warszawa;3
Choroby wewnętrzne;"Narodowy Instytut Geriatrii, Reumatologii i Rehabilitacji
im. prof. dr hab. med. Eleonory Reicher";"Klinika Wczesnego Zapalenia
Stawów";ul. Spartańska 1 02-637 Warszawa;6
Choroby wewnętrzne;"SZPITAL PRASKI P.W. PRZEMIENIENIA PAŃSKIEGO
SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Oddział Chorób Wewnętrznych;"ul. Aleja Solidarności 67 03-401
Warszawa";9
Choroby wewnętrzne;"Narodowy Instytut Geriatrii, Reumatologii i Rehabilitacji
im. prof. dr hab. med. Eleonory Reicher";Klinika i Poliklinika Reumatologii;ul. Spartańska 1 02-637 Warszawa;6
Choroby wewnętrzne;"SZPITAL CZERNIAKOWSKI SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ";Oddział Chorób Wewnętrznych;"ul. Stępińska 19/25 00-739
Warszawa";8
Choroby wewnętrzne;"SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ
W WĘGROWIE";"Oddział chorób wewnętrznych
(Oddział internistyczno -kardiologiczny)";"ul. Tadeusza Kościuszki 201 07-100
Węgrów";2
Choroby wewnętrzne;"Samodzielny Publiczny Zespół Zakładów Opieki
Zdrowotnej w Wyszkowie";Oddział Chorób Wewnętrznych;ul. Komisji Edukacji Narodowej 1 07-200 Wyszków;1
Choroby wewnętrzne;"Samodzielny Publiczny Zespół Zakładów Opieki
Zdrowotnej w Wyszkowie";Oddział Kardiologiczny;ul. Komisji Edukacji Narodowej 1 07-200 Wyszków;5
Choroby wewnętrzne;Szpital Matki Bożej Nieustającej Pomocy w Wołominie;Oddział Chorób Wewnętrznych;ul. Gdyńska 1/3 05-200 Wołomin;13
Choroby wewnętrzne;Szpital Matki Bożej Nieustającej Pomocy w Wołominie;"Oddział Chorób Wewnętrznych i
Nefrologii ze Stacją Dializ";ul. Gdyńska 1/3 05-200 Wołomin;3
Choroby wewnętrzne;"Samodzielny Publiczny Zespół Zakładów Opieki
Zdrowotnej w Żurominie";Oddział Wewnętrzny;ul. Szpitalna 56 09-300 Żuromin;5
Choroby wewnętrzne;Centrum Zdrowia Mazowsza Zachodniego Sp. z o.o.;Oddział Chorób Wewnętrznych;ul. Bolesława Limanowskiego 30 96-300 Żyrardów;6
Choroby wewnętrzne;"Uniwersyteckie Centrum Kliniczne Warszawskiego
Uniwersytetu Medycznego";"Klinika Diabetologii i Chorób
Wewnętrznych";"ul. Stefana Banacha 1A 02-097
Warszawa";9
Choroby wewnętrzne;"Narodowy Instytut Geriatrii, Reumatologii i Rehabilitacji
im. prof. dr hab. med. Eleonory Reicher";Klinika i Poliklinika Geriatrii;ul. Spartańska 1 02-637 Warszawa;2
Choroby wewnętrzne;"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";"Oddział Chorób Wewnętrznych
KMT";"ul. Nowogrodzka 59 02-014
Warszawa";5
Choroby zakaźne;"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";Oddział Kliniczny Obserwacyjno-Izolacyjny i Pediatrii;"ul. Żwirki i Wigury 63A 02-091
Warszawa";0
Choroby zakaźne;Specjalistyczny Szpital Wojewódzki w Ciechanowie;Oddział Obserwacyjno-Zakaźny;ul. Powstańców Wielkopolskich 2 06-400 Ciechanów;3
Choroby zakaźne;"Radomski Szpital Specjalistyczny im. Dr Tytusa
Chałubińskiego";Oddział Obserwacyjno-Zakaźny;"ul. Adolfa Tochtermana 1 26-610
Radom";-2
Choroby zakaźne;"Mazowiecki Szpital Specjalistyczny im. dr. Józefa
Psarskiego w Ostrołęce";"Oddział Obserwacyjno-Zakaźny,
Poradnia Chorób Zakaźnych";"ul. Aleja Jana Pawła II 120A 07-410
Ostrołęka";2
Choroby zakaźne;Wojewódzki Szpital Zespolony;"Oddział Obserwacyjno-Zakaźny,
Poradnia Chorób Zakaźnych i
Poradnia Hepatologiczna";ul. Medyczna 19 09-400 Płock;5
Choroby zakaźne;SPZOZ Wojewódzki Szpital Zakaźny;"Wojewódzki Szpital Zakaźny w
Warszawie";ul. Wolska 37 01-201 Warszawa;30
Choroby zakaźne;SPZOZ Wojewódzki Szpital Zakaźny;"Oddział XI (zakaźny pediatryczny)
kliniczny stanowiący bazę dla
Kliniki Chorób Zakaźnych Wieku
Dziecięcego AM";ul. Wolska 37 01-201 Warszawa;2
"Dermatologia i
wenerologia";Wojewódzki Szpital Zespolony;"Oddział Dermatologiczny,
Poradnia Dermatologiczna";ul. Medyczna 19 09-400 Płock;1
"Dermatologia i
wenerologia";"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";Oddział Dermatologiczny;ul. Koszykowa 82a 02-008 Warszawa;1
"Dermatologia i
wenerologia";"Radomski Szpital Specjalistyczny im. Dr Tytusa
Chałubińskiego";"Oddział Dermatologiczny,
Poradnia Dermatologiczna";"ul. Adolfa Tochtermana 1 26-610
Radom";2
"Dermatologia i
wenerologia";Międzyleski Szpital Specjalistyczny w Warszawie;Oddział Dermatologii Dorosłych;ul. Bursztynowa 2 04-749 Warszawa;0
"Dermatologia i
wenerologia";"Szpital Dziecięcy im.prof.dr.med.Jana Bogdanowicza
Samodzielny Publiczny Zakład Opieki Zdrowotnej";Oddział Dermatologiczny;"ul. Niekłańska 4/24 03-924
Warszawa";0
"Dermatologia i
wenerologia";"SPECJALISTYCZNY SZPITAL WOJEWÓDZKI W
CIECHANOWIE";"PODODDZIAŁ
DERMATOLOGICZNY";"ul. POWSTAŃCÓW WIELKOPOLSKICH
2 06-400 CIECHANÓW";2
Diabetologia;"MAZOWIECKIE CENTRUM REHABILITACJI ""STOCER""
SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Oddział Chorób Wewnętrznych I,
Oddział Gastroenterologiczny,
Oddział Diabetologiczny";ul. Warsztatowa 1 05-800 Pruszków;0
Diabetologia;"Mazowiecki Szpital Bródnowski Spółka z ograniczoną
odpowiedzialnością";"Zespół Oddziałów Chorób
Wewnętrznych, Endokrynologii i
Diabetologii, Katedra i Klinika
Chorób Wewnętrznych,
Endokrynologii i Diabetologii
WUM";"ul. Ludwika Kondratowicza 8 03-242
Warszawa";4
Diabetologia;"Uniwersyteckie Centrum Kliniczne Warszawskiego
Uniwersytetu Medycznego";"Klinika Diabetologii i Chorób
Wewnętrznych";"ul. Stefana Banacha 1A 02-097
Warszawa";2
Diabetologia;"Szpital Bielański im. ks. Jerzego Popiełuszki Samodzielny
Publiczny Zakład Opieki Zdrowotnej";"Pododdział Diabetologii i
Zaburzeń Metabolicznych";ul. Cegłowska 80 01-809 Warszawa;4
Diabetologia;"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";"Klinika Endokrynologii i
Diabetologii";"ul. Aleja Dzieci Polskich 20 04-730
Warszawa";1
Diabetologia;"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";"Oddział Kliniczny Diabetologii
Dziecięcej i Pediatrii";"ul. Żwirki i Wigury 63A 02-091
Warszawa";1
Diabetologia;"SZPITAL CZERNIAKOWSKI SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ";Pododdział Diabetologiczny;"ul. Stępińska 19/25 00-739
Warszawa";4
"Diagnostyka
laboratoryjna";"Uniwersyteckie Centrum Kliniczne Warszawskiego
Uniwersytetu Medycznego";Laboratorium Centralne;"ul. Stefana Banacha 1A 02-097
Warszawa";0
"Diagnostyka
laboratoryjna";"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";"Zakład Diagnostyki Laboratoryjnej
i Immunologii Klinicznej Wieku
Rozwojowego";"ul. Żwirki i Wigury 63A 02-091
Warszawa";1
Endokrynologia;"Szpital Bielański im. ks. Jerzego Popiełuszki Samodzielny
Publiczny Zakład Opieki Zdrowotnej";"I Oddział Chorób Wewnętrznych z
Pododdziałem Diagnostyki
Endokrynologicznej i
Pododdziałem Diabetologii i
Zaburzeń Metabolicznych, Klinika
Endokrynologii CMKP";ul. Cegłowska 80 01-809 Warszawa;0
Endokrynologia;"Szpital Bielański im. ks. Jerzego Popiełuszki Samodzielny
Publiczny Zakład Opieki Zdrowotnej";"Oddział Ginekologiczno-Położniczy im. Prof. Romualda
Dębskiego, II Klinika Położnictwa i
Ginekologii CMKP";ul. Cegłowska 80 01-809 Warszawa;0
Endokrynologia;"Uniwersyteckie Centrum Kliniczne Warszawskiego
Uniwersytetu Medycznego";"Klinika Chorób Wewnętrznych i
Endokrynologii";"ul. Stefana Banacha 1A 02-097
Warszawa";2
Endokrynologia;Szpital Kliniczny im. ks. Anny Mazowieckiej;"Klinika Endokrynologii
Ginekologicznej";ul. Karowa 2 00-315 Warszawa;0
Endokrynologia;"NARODOWY INSTYTUT ONKOLOGII IM. MARII
SKŁODOWSKIEJ-CURIE - PAŃSTWOWY INSTYTUT
BADAWCZY";"Klinika Endokrynologii
Onkologicznej i Medycyny
Nuklearnej";"ul. Wilhelma Konrada Roentgena 5
02-781 Warszawa";0
Endokrynologia;"Mazowiecki Szpital Bródnowski Spółka z ograniczoną
odpowiedzialnością";"Zespół Oddziałów Chorób
Wewnętrznych, Endokrynologii i
Diabetologii, Katedra i Klinika
Chorób Wewnętrznych,
Endokrynologii i Diabetologii
WUM";"ul. Ludwika Kondratowicza 8 03-242
Warszawa";2
"Endokrynologia
ginekologiczna i
rozrodczość";"Szpital Bielański im. ks. Jerzego Popiełuszki Samodzielny
Publiczny Zakład Opieki Zdrowotnej";"Oddział Ginekologiczno-Położniczy im. Prof. Romualda
Dębskiego, II Klinika Położnictwa i
Ginekologii CMKP";ul. Cegłowska 80 01-809 Warszawa;0
"Endokrynologia
ginekologiczna i
rozrodczość";"Uniwersyteckie Centrum Zdrowia Kobiety i Noworodka
Warszawskiego Uniwersytetu Medycznego Sp. z o.o.";"I Katedra i Klinika Położnictwa i
Ginekologii WUM Oddział
Endokrynologii i Andrologii";"ul. Plac Sokratesa Starynkiewicza 1/3
02-015 Warszawa";0
"Endokrynologia
ginekologiczna i
rozrodczość";Szpital Kliniczny im. ks. Anny Mazowieckiej;"Klinika Endokrynologii
Ginekologicznej";ul. Karowa 2 00-315 Warszawa;1
"Endokrynologia i
diabetologia dziecięca";"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";"Klinika Endokrynologii i
Diabetologii";"ul. Aleja Dzieci Polskich 20 04-730
Warszawa";2
"Endokrynologia i
diabetologia dziecięca";"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";"Oddział Kliniczny Diabetologii
Dziecięcej i Pediatrii";"ul. Żwirki i Wigury 63A 02-091
Warszawa";0
"Endokrynologia i
diabetologia dziecięca";"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";"Oddział Kliniczny Endokrynologii i
Pediatrii";"ul. Żwirki i Wigury 63A 02-091
Warszawa";0
Epidemiologia;Narodowy Instytut Zdrowia Publicznego PZH -Państwowy Instytut Badawczy;"Narodowy Instytut Zdrowia
Publicznego PZH - Państwowy
Instytut Badawczy";ul. Chocimska 24 00-791 Warszawa;5
Epidemiologia;"Wojewódzka Stacja Sanitarno-Epidemiologiczna w
Warszawie";Oddział Nadzoru Epidemiologii;ul. Żelazna 79 00-875 Warszawa;6
Epidemiologia;Warszawski Uniwersytet Medyczny;"Zakład Medycyny Społecznej i
Zdrowia Publicznego";ul. Oczki 3 02-007 Warszawa;0
Farmakologia kliniczna;Warszawski Uniwersytet Medyczny;"Katedra i Zakład Farmakologii
Doświadczalnej i Klinicznej";"ul. Stefana Banacha 1b 02-097
Warszawa";7
Farmakologia kliniczna;"Uniwersyteckie Centrum Kliniczne Warszawskiego
Uniwersytetu Medycznego";"Klinika Gastroenterologii i Chorób
Wewnętrznych";"ul. Stefana Banacha 1A 02-097
Warszawa";0
Gastroenterologia;"Uniwersyteckie Centrum Kliniczne Warszawskiego
Uniwersytetu Medycznego";"Klinika Gastroenterologii i Chorób
Wewnętrznych";"ul. Stefana Banacha 1A 02-097
Warszawa";0
Gastroenterologia;Międzyleski Szpital Specjalistyczny w Warszawie;"Oddział II Wewnętrzny,
Pododdział gastroenterologiczny";ul. Bursztynowa 2 04-749 Warszawa;0
Gastroenterologia;"Szpital Bielański im. ks. Jerzego Popiełuszki Samodzielny
Publiczny Zakład Opieki Zdrowotnej";Oddział Gastroenterologiczny;ul. Cegłowska 80 01-809 Warszawa;1
Gastroenterologia;"Mazowiecki Szpital Bródnowski Spółka z ograniczoną
odpowiedzialnością";"Zespół Oddziałów Chorób
Wewnętrznych i Gastroenterologii";"ul. Ludwika Kondratowicza 8 03-242
Warszawa";1
Gastroenterologia;"NARODOWY INSTYTUT ONKOLOGII IM. MARII
SKŁODOWSKIEJ-CURIE - PAŃSTWOWY INSTYTUT
BADAWCZY";"Klinika Gastroenterologii
Onkologicznej, Klinika
Gastroenterologii, Hepatologii i
Onkologii Klinicznej CMKP";"ul. Wilhelma Konrada Roentgena 5
02-781 Warszawa";0
Gastroenterologia;"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";"Oddział Kliniczny
Gastroenterologii, Żywienia Dzieci
i Pediatrii";"ul. Żwirki i Wigury 63A 02-091
Warszawa";1
Gastroenterologia;"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";"Klinika Gastroenterologii,
Hepatologii, Zaburzeń Odżywiania
i Pediatrii";"ul. Aleja Dzieci Polskich 20 04-730
Warszawa";0
"Gastroenterologia
dziecięca";"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";"Oddział Kliniczny
Gastroenterologii, Żywienia Dzieci
i Pediatrii";"ul. Żwirki i Wigury 63A 02-091
Warszawa";0
"Gastroenterologia
dziecięca";"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";"Klinika Gastroenterologii,
Hepatologii, Zaburzeń Odżywiania
i Pediatrii";"ul. Aleja Dzieci Polskich 20 04-730
Warszawa";4
Genetyka kliniczna;Instytut Psychiatrii i Neurologii;Zakład Genetyki;"ul. Jana III Sobieskiego 9 02-950
Warszawa";2
Genetyka kliniczna;"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";Zakład Genetyki Medycznej;"ul. Aleja Dzieci Polskich 20 04-730
Warszawa";1
Genetyka kliniczna;Instytut Matki i Dziecka;Zakład Genetyki Medycznej;"ul. Marcina Kasprzaka 17A 01-211
Warszawa";0
Geriatria;"Narodowy Instytut Geriatrii, Reumatologii i Rehabilitacji
im. prof. dr hab. med. Eleonory Reicher";Klinika i Poliklinika Geriatrii;ul. Spartańska 1 02-637 Warszawa;0
Geriatria;"SZPITAL POWIATOWY GAJDA-MED SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Oddział Geriatryczny;"ul. Teofila Kwiatkowskiego 19 06-102
Pułtusk";1
Geriatria;Szpital Wolski im. dr Anny Gostyńskiej SPZOZ;"Oddział Geriatryczny, Poradnia
Geriatryczna";"ul. Marcina Kasprzaka 17 01-211
Warszawa";5
Geriatria;"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";"Oddział Chorób Wewnętrznych
KCWiK";ul. Williama Heerleina Lindleya 4 02-005 Warszawa;3
Geriatria;"Samodzielny Publiczny Szpital Kliniczny im. prof. W.
Orłowskiego Centrum Medycznego Kształcenia
Podyplomowego";"Oddział Kliniczny Chorób
Wewnętrznych i
Gerontokardiologii, Katedra i
Klinika Chorób Wewnętrznych i
Gerontokardiologii CMKP";"ul. Czerniakowska 231 00-416
Warszawa";2
"Ginekologia
onkologiczna";Instytut Matki i Dziecka;Klinika Położnictwa i Ginekologii;"ul. Marcina Kasprzaka 17A 01-211
Warszawa";0
"Ginekologia
onkologiczna";"Szpital Specjalistyczny im. Świętej Rodziny Samodzielny
Publiczny Zakład Opieki Zdrowotnej";"Oddział ginekologii i ginekologii
onkologicznej";"ul. Antoniego Józefa Madalińskiego
25 02-544 Warszawa";0
"Ginekologia
onkologiczna";"SZPITAL PRASKI P.W. PRZEMIENIENIA PAŃSKIEGO
SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Oddział Ginekologii i Położnictwa
z Pododdziałem Ginekologii
Onkologicznej";"ul. Aleja Solidarności 67 03-401
Warszawa";1
"Ginekologia
onkologiczna";"Szpital Bielański im. ks. Jerzego Popiełuszki Samodzielny
Publiczny Zakład Opieki Zdrowotnej";"Oddział Ginekologiczno-Położniczy im. Prof. Romualda
Dębskiego, II Klinika Położnictwa i
Ginekologii CMKP";ul. Cegłowska 80 01-809 Warszawa;0
"Ginekologia
onkologiczna";Szpital Kliniczny im. ks. Anny Mazowieckiej;"II Katedra i Klinika Położnictwa i
Ginekologii WUM, Oddział
Onkologii Ginekologicznej";ul. Karowa 2 00-315 Warszawa;0
"Ginekologia
onkologiczna";"SZPITAL BIELAŃSKI IM.KS. JERZEGO POPIEŁUSZKI
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ";Oddział Ginekologii;ul. Inflancka 6 00-189 Warszawa;1
"Ginekologia
onkologiczna";"Uniwersyteckie Centrum Zdrowia Kobiety i Noworodka
Warszawskiego Uniwersytetu Medycznego Sp. z o.o.";"I Katedra i Klinika Położnictwa i
Ginekologii WUM Oddział
Ginekologii Operacyjnej i
Endoskopowej";"ul. Plac Sokratesa Starynkiewicza 1/3
02-015 Warszawa";1
"Ginekologia
onkologiczna";"Mazowiecki Szpital Bródnowski Spółka z ograniczoną
odpowiedzialnością";"Zespół Oddziałów Ginekologii i
Położnictwa, Katedra i Klinika
Położnictwa, Chorób Kobiecych i
Ginekologii Onkologicznej
Wydziału Lekarskiego WUM";"ul. Ludwika Kondratowicza 8 03-242
Warszawa";3
"Ginekologia
onkologiczna";"NARODOWY INSTYTUT ONKOLOGII IM. MARII
SKŁODOWSKIEJ-CURIE - PAŃSTWOWY INSTYTUT
BADAWCZY";Klinika Ginekologii Onkologicznej;"ul. Wilhelma Konrada Roentgena 5
02-781 Warszawa";1
Hematologia;"MAZOWIECKI SZPITAL SPECJALISTYCZNY SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Oddział Hematologii;"ul. Juliana Aleksandrowicza 5 26-617
Radom";3
Hematologia;"Uniwersyteckie Centrum Kliniczne Warszawskiego
Uniwersytetu Medycznego";"Klinika Hematologii,
Transplantologii i Chorób
Wewnętrznych";"ul. Stefana Banacha 1A 02-097
Warszawa";4
Hematologia;Instytut Hematologii i Transfuzjologii;Klinika Hematologii;"ul. Indiry Gandhi 14 02-776
Warszawa";4
Hematologia;Instytut Hematologii i Transfuzjologii;"Klinika Zaburzeń Hemostazy i
Chorób Wewnętrznych";"ul. Indiry Gandhi 14 02-776
Warszawa";0
Hipertensjologia;"Uniwersyteckie Centrum Kliniczne Warszawskiego
Uniwersytetu Medycznego";"Klinika Chorób Wewnętrznych,
Nadciśnienia Tętniczego i
Angiologii";"ul. Stefana Banacha 1A 02-097
Warszawa";4
Hipertensjologia;"MAZOWIECKIE CENTRUM REHABILITACJI ""STOCER""
SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Oddział Kardiologiczny;ul. Warsztatowa 1 05-800 Pruszków;3
Hipertensjologia;"Mazowiecki Szpital Bródnowski Spółka z ograniczoną
odpowiedzialnością";"Zespół Oddziałów Chorób
Wewnętrznych, Kardiologii i
Nadciśnienia Tętniczego, Katedra i
Klinika Kardiologii, Nadciśnienia
Tętniczego i Chorób
Wewnętrznych Wydziału
Lekarskiego WUM";"ul. Ludwika Kondratowicza 8 03-242
Warszawa";6
Hipertensjologia;"NARODOWY INSTYTUT KARDIOLOGII STEFANA
KARDYNAŁA WYSZYŃSKIEGO - PAŃSTWOWY INSTYTUT
BADAWCZY";Klinika Nadciśnienia Tętniczego;ul. Alpejska 42 04-628 Warszawa;16
Immunologia kliniczna;Szpital Kliniczny Dzieciątka Jezus;"Klinika Immunologii,
Transplantologii i Chorób
Wewnętrznych";ul. Williama Heerleina Lindleya 4 02-005 Warszawa;0
Immunologia kliniczna;"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";Klinika Immunologii;"ul. Aleja Dzieci Polskich 20 04-730
Warszawa";2
Immunologia kliniczna;"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";Zakład Immunologii Klinicznej;ul. Williama Heerleina Lindleya 4 02-005 Warszawa;0
Intensywna terapia;"Samodzielny Publiczny Szpital Kliniczny im. prof. W.
Orłowskiego Centrum Medycznego Kształcenia
Podyplomowego";"Oddział Anestezjologii i
Intensywnej Terapii";"ul. Czerniakowska 231 00-416
Warszawa";1
Intensywna terapia;"NARODOWY INSTYTUT KARDIOLOGII STEFANA
KARDYNAŁA WYSZYŃSKIEGO - PAŃSTWOWY INSTYTUT
BADAWCZY";"Oddział Intensywnej Terapii
Kardiologicznej";ul. Alpejska 42 04-628 Warszawa;6
Kardiochirurgia;"MAZOWIECKI SZPITAL SPECJALISTYCZNY SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Oddział Kardiochirurgii z Poradnią
Kardiochirurgiczną";"ul. Juliana Aleksandrowicza 5 26-617
Radom";3
Kardiochirurgia;"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";Klinika Kardiochirurgii Dziecięcej;"ul. Aleja Dzieci Polskich 20 04-736
Warszawa";3
Kardiochirurgia;"NARODOWY INSTYTUT KARDIOLOGII STEFANA
KARDYNAŁA WYSZYŃSKIEGO - PAŃSTWOWY INSTYTUT
BADAWCZY";"Klinika Kardiochirurgii i
Transplantologii";ul. Alpejska 42 04-628 Warszawa;2
Kardiochirurgia;"Uniwersyteckie Centrum Kliniczne Warszawskiego
Uniwersytetu Medycznego";"Klinika Kardiochirurgii Katedry i
Kliniki Kardiologii";"ul. Stefana Banacha 1A 02-097
Warszawa";4
Kardiochirurgia;"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";"Oddział Kliniczny Kardiochirurgii i
Chirurgii Dziecięcej";"ul. Żwirki i Wigury 63A 02-091
Warszawa";0
Kardiochirurgia;"MEDICOVER SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ";Klinika Kardiochirurgii;"ul. Aleja Rzeczypospolitej 5 02-972
Warszawa";1
Kardiologia;"Uniwersyteckie Centrum Kliniczne Warszawskiego
Uniwersytetu Medycznego";"Klinika Chorób Wewnętrznych,
Nadciśnienia Tętniczego i
Angiologii";"ul. Stefana Banacha 1A 02-097
Warszawa";0
Kardiologia;"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";Oddział Kardiologiczny;ul. Williama Heerleina Lindleya 4 02-005 Warszawa;0
Kardiologia;Specjalistyczny Szpital Wojewódzki w Ciechanowie;Oddział Kardiologiczny;ul. Powstańców Wielkopolskich 2 06-400 Ciechanów;9
Kardiologia;Wojewódzki Szpital Zespolony;Oddział Kardiologiczny;ul. Medyczna 19 09-400 Płock;4
Kardiologia;"Mazowiecki Szpital Wojewódzki im. św. Jana Pawła II w
Siedlcach Spółka z ograniczoną odpowiedzialnością";"Siedlecki Szpital Specjalistyczny
Oddział Kardiologiczny";"ul. Księcia Józefa Poniatowskiego 26
08-110 Siedlce";9
Kardiologia;Międzyleski Szpital Specjalistyczny w Warszawie;"Oddział Kardiologii i Chorób
Wewnętrznych";ul. Bursztynowa 2 04-749 Warszawa;8
Kardiologia;"Mazowiecki Szpital Bródnowski Spółka z ograniczoną
odpowiedzialnością";"Zespół Oddziałów Chorób
Wewnętrznych, Kardiologii i
Nadciśnienia Tętniczego, Katedra i
Klinika Kardiologii, Nadciśnienia
Tętniczego i Chorób
Wewnętrznych Wydziału
Lekarskiego WUM";"ul. Ludwika Kondratowicza 8 03-242
Warszawa";15
Kardiologia;"Samodzielny Publiczny Specjalistyczny Szpital Zachodni
im. św. Jana Pawła II";Oddział Kardiologiczny;"ul. Daleka 11 05-825 Grodzisk
Mazowiecki";0
Kardiologia;"MAZOWIECKI SZPITAL SPECJALISTYCZNY SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Kliniczny Oddział Kardiologii;"ul. Juliana Aleksandrowicza 5 26-617
Radom";7
Kardiologia;"Radomski Szpital Specjalistyczny im. Dr Tytusa
Chałubińskiego";"Oddział Kardiologiczny z
Pracownią Elektroterpii i Oddział
Intensywnego Nadzoru
Kardiologicznego oraz Poradnia
Kardiologiczna dla Dorosłych z
Pracownią Badań Czynnościowych";"ul. Adolfa Tochtermana 1 26-610
Radom";11
Kardiologia;"Mazowiecki Szpital Specjalistyczny im. dr. Józefa
Psarskiego w Ostrołęce";Ośrodek Kardiologiczny;"ul. Aleja Jana Pawła II 120A 07-410
Ostrołęka";7
Kardiologia;Europejskie Centrum Zdrowia Otwock Sp. z o.o.;"Szpital im. F. Chopina Oddział
Kardioangiologii - Klinika Krążenia
Płucnego i Chorób Zakrzepowo-Zatorowych i Kardiologii CMKP";ul. Borowa 14/18 05-400 Otwock;0
Kardiologia;"Szpital Bielański im. ks. Jerzego Popiełuszki Samodzielny
Publiczny Zakład Opieki Zdrowotnej";"Oddział Kardiologiczny z
Pododdziałem Intensywnego
Nadzoru Kardiologicznego Klinika
Kardiologii Oddziału Fizjoterapii II
Wydziału Lekarskiego WUM";ul. Cegłowska 80 01-809 Warszawa;5
